fc_id,url,claim_short,claim_source,verdict_img,claim,date,categories
covid-19-vaccines-reduce-risk-death-covid-19-dont-alter-dna-charlie-kirk-alex-berenson__.html,https://healthfeedback.org/claimreview/covid-19-vaccines-reduce-risk-death-covid-19-dont-alter-dna-charlie-kirk-alex-berenson/,Canadian data shows vaccinated people more likely to die from COVID-19; COVID-19 vaccines alter our DNA; hydroxychloroquine and ivermectin cure COVID-19,https://perma.cc/E4LC-GS2X?view-mode=server-side&type=image,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"‘Stunning’ official Canadian data now shows vaccines raise the risk of death from COVID. Vaccinated people are more likely to be hospitalized or die from COVID; Why aren't they still talking about therapeutics? Azithromycin, hydroxychloroquine, ivermectin; Anthony Fauci has admitted that [the COVID-19 vaccines] don’t work very well",17 Jul. 2022,"[""Factually inaccurate"", ""Misrepresents a complex reality"", ""Unsupported""]"
covid-19-vaccines-safe-and-effective-claim-they-have-caused-international-medical-crisis-baseless-oa.html,https://healthfeedback.org/claimreview/covid-19-vaccines-safe-and-effective-claim-they-have-caused-international-medical-crisis-baseless-oan-daily-sceptic/,there is an international medical crisis due to the diseases and deaths co-related to the administration of products known as ‘COVID-19 vaccines’,https://web.archive.org/web/20220916104416/http://medicalcrisisdeclaration.com/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"there is an international medical crisis due to the diseases and deaths co-related to the administration of products known as ‘COVID-19 vaccines’; We are currently witnessing an excess in mortality in those countries where the majority of the population has received the so called ‘COVID-19 vaccines’; The large number of sudden deaths in previously healthy young people who were inoculated with these ‘vaccines’, is particularly worrying, as is the high incidence of miscarriages and perinatal deaths which have not been investigated.",10 Sep. 2022,"[""Inadequate support"", ""Factually inaccurate"", ""Misleading""]"
covid-19-vaccines-start-to-provide-protection-within-two-weeks-of-the-first-dose-with-no-evidence-th.html,https://healthfeedback.org/claimreview/covid-19-vaccines-start-to-provide-protection-within-two-weeks-of-the-first-dose-with-no-evidence-they-increase-the-risk-of-infection-before-then-niall-mccrae-gateway-pundit/,Now a Public Health England report confirms that infections increase during the fortnight after vaccination,https://archive.is/1JT7I,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Now a Public Health England report confirms that infections increase during the fortnight after vaccination; The Public Health England study, which was hailed by health secretary Matt Hancock for the reported 80% decrease in hospitalizations, actually showed a 48% rise in infections after the first dose of Pfizer and Astra Zeneca vaccines.; This is what may be happening. Vulnerable people who unknowingly had Covid-19 or whose immune system was keeping it at bay, succumbed to the disease after the vaccine lowered their immunity. The virus struck hard, leading to severe symptoms, cytokine storm and pneumonia.",4 Mar. 2021,"[""Cherry-picking"", ""Inadequate support""]"
covid-19-vaccines-were-developed-in-record-time-due-to-scientists-good-understanding-of-similar-coro.html,https://healthfeedback.org/claimreview/covid-19-vaccines-were-developed-in-record-time-due-to-scientists-good-understanding-of-similar-coronaviruses-and-unprecedented-investments-from-companies-and-governments/,No vaccine for HIV after 40 years of research. No vaccine for the common cold [...] A virus mysteriously appears and within a year a vaccine is created and we are all expected to take it.,https://www.instagram.com/p/CNd3fPCnkfQ/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,No vaccine for HIV after 40 years of research. No vaccine for the common cold. No vaccine for cancer after 100 years of research. Nothing. A virus mysteriously appears and within a year a vaccine is created and we are all expected to take it. No thanks.,10 Apr. 2021,"[""Misleading"", ""Cherry-picking""]"
covid-19-vaccines-were-tested-in-animals-and-clinical-trials-before-receiving-authorization-vaccinat.html,https://healthfeedback.org/claimreview/covid-19-vaccines-were-tested-in-animals-and-clinical-trials-before-receiving-authorization-vaccinated-people-arent-dying-at-a-higher-rate-than-unvaccinated-people/,COVID-19 vaccines skipped animal testing; COVID-19 vaccines weren’t tested in humans before being released to the public; COVID-19 vaccines are unsafe,https://archive.md/qi4f2,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,COVID-19 vaccines skipped animal testing; COVID-19 vaccines weren’t tested in humans before being released to the public; COVID-19 vaccines are unsafe,6 May 2021,"[""Factually inaccurate"", ""Misleading""]"
current-covid-19-mortality-rate-does-not-predict-the-future-probability-of-dying-from-the-disease__.html,https://healthfeedback.org/claimreview/current-covid-19-mortality-rate-does-not-predict-the-future-probability-of-dying-from-the-disease/,Chance of NOT dying from Covid-19: 99.96%,https://archive.fo/Y5Jn1,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"COVID-19 mortality rate: 0.04%, hence the Chance of NOT dying from Covid-19 [is] 99.96%",16 Aug. 2020,"[""Flawed reasoning""]"
current-data-from-clinical-trials-offer-no-reliable-evidence-that-ivermectin-is-effective-against-co.html,https://healthfeedback.org/claimreview/current-data-from-clinical-trials-offer-no-reliable-evidence-that-ivermectin-is-effective-against-covid-19-better-quality-clinical-trials-are-needed-to-resolve-this-question/,"Ivermectin is the only thing we have that treats COVID at all stages […] Ivermectin substantially reduces deaths from COVID and prevents infections; 50 studies show ivermectin is not just effective, but highly effective",https://archive.md/mICGd,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Ivermectin is the only thing we have that treats COVID at all stages […] Ivermectin substantially reduces deaths from COVID and prevents infections; If you go to Dr. Tess Lawrie, there are 51 studies published in the medical literature, 50 of them show ivermectin is not just effective, but highly effective; There are 12 [prophylaxis] studies showing that ivermectin has a close to 90% efficacy, which is equal or superior to the vaccines",15 Apr. 2021,"[""Unsupported""]"
current-evidence-doesnt-indicate-sunscreen-ingredients-increase-risk-of-cancer-unprotected-sun-expos.html,https://healthfeedback.org/claimreview/current-evidence-doesnt-indicate-sunscreen-ingredients-increase-risk-of-cancer-unprotected-sun-exposure-does/,"Sunscreens cause cancer, not the sun; sunscreen and sunless tanning products contain cancer-causing ingredients",https://archive.ph/1owDR,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"Sunscreens cause cancer, not the sun; spray tans and sunless tanning lotions/serums change your DNA; sunscreen products were recalled for having benzene, a known carcinogen that experts say could potentially increase cancer risk",3 Apr. 2022,"[""Unsupported"", ""Inaccurate"", ""Lack of context""]"
current-evidence-suggests-that-covid-19-may-have-a-higher-fatality-rate-than-the-flu-but-a-definitiv.html,https://healthfeedback.org/claimreview/current-evidence-suggests-that-covid-19-may-have-a-higher-fatality-rate-than-the-flu-but-a-definitive-conclusion-requires-more-studies-washington-post/,Antibody tests support what’s been obvious: Covid-19 is much more lethal than the flu,https://archive.fo/HL3Xe,https://healthfeedback.org/wp-content/uploads/tags/HTag_Imprecise.png,Antibody tests support what’s been obvious: Covid-19 is much more lethal than the flu,28 Apr. 2020,"[""Imprecise:"", ""Partially correct:"", ""Overstates scientific confidence:""]"
danish-face-mask-study-did-not-show-that-masks-were-ineffective-at-reducing-spread-of-covid-19-study.html,https://healthfeedback.org/claimreview/danish-face-mask-study-did-not-show-that-masks-were-ineffective-at-reducing-spread-of-covid-19-study-was-underpowered-and-results-were-inconclusive/,Masks make no significant difference; Masks have no significant effect,https://archive.is/MMKvk,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,Masks make no significant difference; Masks have no significant effect; Masks don’t do a damn thing; First randomized control trial shows face masks ‘did not reduce’ coronavirus infections with ‘statistical significance’; Major Study Finds Masks Don’t Reduce COVID-19 Infection Rates,18 Nov. 2020,"[""Misleading"", ""Fails to grasp significance of observation"", ""Lack of context""]"
darpa-developed-a-hydrogel-sensor-which-monitors-blood-for-infections-at-early-stages-not-a-microchi.html,https://healthfeedback.org/claimreview/darpa-developed-a-hydrogel-sensor-which-monitors-blood-for-infections-at-early-stages-not-a-microchip-for-covid-19-identification-or-location-tracker/,Pentagon develops microchip that detects COVID under your skin; Pentagon microchip can track your location,https://archive.is/HdgHE,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Pentagon develops microchip that detects COVID under your skin; Pentagon microchip can track your location,16 Apr. 2021,"[""Inaccurate"", ""Imprecise""]"
data-from-israel-showed-that-the-pfizer-biontech-vaccine-reduces-the-likelihood-of-dying-from-covid-.html,https://healthfeedback.org/claimreview/data-from-israel-showed-that-the-pfizer-biontech-vaccine-reduces-the-likelihood-of-dying-from-covid-19-analysis-in-a-forum-post-claiming-the-opposite-is-flawed/,"the Pfizer vaccines, for the elderly, killed during the 5-week vaccination period about 40 times more people than the disease itself would have killed",https://archive.vn/jiIVR,https://healthfeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png,"We conclude that the Pfizer vaccines, for the elderly, killed during the 5-week vaccination period about 40 times more people than the disease itself would have killed, and about 260 times more people than the disease among the younger age class.; most serious hospitalized cases on February 10 or at a near date were in fact vaccinated with the first dose or up to two weeks after the second dose; vaccination promotes deaths because 51.9% of deaths [...] are for the 12.5% vaccinated",15 Feb. 2021,"[""Fails to grasp significance of observation"", ""Misleading""]"
death-four-year-old-boy-argentina-due-lung-infection-contrary-to-posts-implying-vaccination-was-caus.html,https://healthfeedback.org/claimreview/death-four-year-old-boy-argentina-due-lung-infection-contrary-to-posts-implying-vaccination-was-cause/,Death of 4 years old poster boy for vaccination campaign is linked to COVID-19 vaccine,https://perma.cc/JS39-P5PB?type=image,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Poster Boy for Vaccination Campaign Dies Suddenly at Just 4 Years Old; ""the CDC needs to stop telling parents to vaccinate their children""",13 Nov. 2022,"[""Misleading""]"
deaths-are-attributed-to-covid-19-according-to-clinical-symptoms-and-diagnostic-deaths-occurring-fol.html,https://healthfeedback.org/claimreview/deaths-are-attributed-to-covid-19-according-to-clinical-symptoms-and-diagnostic-deaths-occurring-following-vaccination-are-systematically-reported-and-investigated/,"If you die within 20 days of testing positive for [COVID-19][...], you’ll be counted as a COVID death.; vaccines are systematically dismissed as a possible cause of death.",https://www.instagram.com/p/COYgRJrAY_q/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"If you die within 20 days of testing positive for [COVID-19] (no matter what other factors were involved) you’ll be counted as a COVID death. However, if you drop dead within 24 hours of taking the vaccine it has nothing to do with it.",2 May 2021,"[""Inadequate support"", ""Inaccurate""]"
denmark-didnt-ban-covid-19-vaccines-for-people-under-50-clay-travis-toby-young__.html,https://healthfeedback.org/claimreview/denmark-didnt-ban-covid-19-vaccines-for-people-under-50-clay-travis-toby-young/,Denmark banned COVID-19 vaccines for anyone under 50,https://perma.cc/Z6Z7-HAQ9?view-mode=client-side,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,Denmark banned COVID-19 vaccines for anyone under 50,14 Sep. 2022,"[""Misrepresents source""]"
